icd_version,icd_code,full_code,comorbid_type,description
DIAG-ICD10,C38,C38.3,malig_solid,"Malignant neoplasm of mediastinum, part unspecified"
DIAG-ICD10,C38,C38.4,malig_solid,Malignant neoplasm of pleura
DIAG-ICD10,C38,C38.8,malig_solid,"Malignant neoplasm of overlapping sites of heart, mediastinum and pleura"
DIAG-ICD10,C39,C39.0,malig_solid,"Malignant neoplasm of upper respiratory tract, part unspecified"
DIAG-ICD10,C39,C39.9,malig_solid,"Malignant neoplasm of lower respiratory tract, part unspecified"
DIAG-ICD10,C400,C400.0,malig_solid,Malignant neoplasm of scapula and long bones of unspecified upper limb
DIAG-ICD10,C400,C400.1,malig_solid,Malignant neoplasm of scapula and long bones of right upper limb
DIAG-ICD10,C400,C400.2,malig_solid,Malignant neoplasm of scapula and long bones of left upper limb
DIAG-ICD10,C401,C401.0,malig_solid,Malignant neoplasm of short bones of unspecified upper limb
DIAG-ICD10,C401,C401.1,malig_solid,Malignant neoplasm of short bones of right upper limb
DIAG-ICD10,C401,C401.2,malig_solid,Malignant neoplasm of short bones of left upper limb
DIAG-ICD10,C402,C402.0,malig_solid,Malignant neoplasm of long bones of unspecified lower limb
DIAG-ICD10,C402,C402.1,malig_solid,Malignant neoplasm of long bones of right lower limb
DIAG-ICD10,C402,C402.2,malig_solid,Malignant neoplasm of long bones of left lower limb
DIAG-ICD10,C403,C403.0,malig_solid,Malignant neoplasm of short bones of unspecified lower limb
DIAG-ICD10,C403,C403.1,malig_solid,Malignant neoplasm of short bones of right lower limb
DIAG-ICD10,C403,C403.2,malig_solid,Malignant neoplasm of short bones of left lower limb
DIAG-ICD10,C408,C408.0,malig_solid,Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb
DIAG-ICD10,C408,C408.1,malig_solid,Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb
DIAG-ICD10,C408,C408.2,malig_solid,Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb
DIAG-ICD10,C409,C409.0,malig_solid,Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb
DIAG-ICD10,C409,C409.1,malig_solid,Malignant neoplasm of unspecified bones and articular cartilage of right limb
DIAG-ICD10,C409,C409.2,malig_solid,Malignant neoplasm of unspecified bones and articular cartilage of left limb
DIAG-ICD10,C41,C41.0,malig_solid,Malignant neoplasm of bones of skull and face
DIAG-ICD10,C41,C41.1,malig_solid,Malignant neoplasm of mandible
DIAG-ICD10,C41,C41.2,malig_solid,Malignant neoplasm of vertebral column
DIAG-ICD10,C41,C41.3,malig_solid,"Malignant neoplasm of ribs, sternum and clavicle"
DIAG-ICD10,C41,C41.4,malig_solid,"Malignant neoplasm of pelvic bones, sacrum and coccyx"
DIAG-ICD10,C41,C41.9,malig_solid,"Malignant neoplasm of bone and articular cartilage, unspecified"
DIAG-ICD10,C43,C43.0,malig_solid,Malignant melanoma of lip
DIAG-ICD10,C431,C431.0,malig_solid,"Malignant melanoma of unspecified eyelid, including canthus"
DIAG-ICD10,C431,C431.1,malig_solid,"Malignant melanoma of right eyelid, including canthus"
DIAG-ICD10,C431,C431.2,malig_solid,"Malignant melanoma of left eyelid, including canthus"
DIAG-ICD10,C432,C432.0,malig_solid,Malignant melanoma of unspecified ear and external auricular canal
DIAG-ICD10,C432,C432.1,malig_solid,Malignant melanoma of right ear and external auricular canal
DIAG-ICD10,C432,C432.2,malig_solid,Malignant melanoma of left ear and external auricular canal
DIAG-ICD10,C433,C433.0,malig_solid,Malignant melanoma of unspecified part of face
DIAG-ICD10,C433,C433.1,malig_solid,Malignant melanoma of nose
DIAG-ICD10,C433,C433.9,malig_solid,Malignant melanoma of other parts of face
DIAG-ICD10,C434,C434,malig_solid,Malignant melanoma of scalp and neck
DIAG-ICD10,C435,C435.1,malig_solid,Malignant melanoma of anal skin
DIAG-ICD10,C435,C435.2,malig_solid,Malignant melanoma of skin of breast
DIAG-ICD10,C435,C435.9,malig_solid,Malignant melanoma of other part of trunk
DIAG-ICD10,C436,C436.0,malig_solid,"Malignant melanoma of unspecified upper limb, including shoulder"
DIAG-ICD10,C436,C436.1,malig_solid,"Malignant melanoma of right upper limb, including shoulder"
DIAG-ICD10,C436,C436.2,malig_solid,"Malignant melanoma of left upper limb, including shoulder"
DIAG-ICD10,C437,C437.0,malig_solid,"Malignant melanoma of unspecified lower limb, including hip"
DIAG-ICD10,C437,C437.1,malig_solid,"Malignant melanoma of right lower limb, including hip"
DIAG-ICD10,C437,C437.2,malig_solid,"Malignant melanoma of left lower limb, including hip"
DIAG-ICD10,C438,C438,malig_solid,Malignant melanoma of overlapping sites of skin
DIAG-ICD10,C439,C439,malig_solid,"Malignant melanoma of skin, unspecified"
DIAG-ICD10,C440,C440.0,malig_solid,Unspecified malignant neoplasm of skin of lip
DIAG-ICD10,C440,C440.1,malig_solid,Basal cell carcinoma of skin of lip
DIAG-ICD10,C440,C440.2,malig_solid,Squamous cell carcinoma of skin of lip
DIAG-ICD10,C440,C440.9,malig_solid,Other specified malignant neoplasm of skin of lip
DIAG-ICD10,C4410,C4410.1,malig_solid,"Unspecified malignant neoplasm of skin of unspecified eyelid, including canthus"
DIAG-ICD10,C4410,C4410.2,malig_solid,"Unspecified malignant neoplasm of skin of right eyelid, including canthus"
DIAG-ICD10,C4410,C4410.9,malig_solid,"Unspecified malignant neoplasm of skin of left eyelid, including canthus"
DIAG-ICD10,C4411,C4411.1,malig_solid,"Basal cell carcinoma of skin of unspecified eyelid, including canthus"
DIAG-ICD10,C4411,C4411.2,malig_solid,"Basal cell carcinoma of skin of right eyelid, including canthus"
DIAG-ICD10,C4411,C4411.9,malig_solid,"Basal cell carcinoma of skin of left eyelid, including canthus"
DIAG-ICD10,C4412,C4412.1,malig_solid,"Squamous cell carcinoma of skin of unspecified eyelid, including canthus"
DIAG-ICD10,C4412,C4412.2,malig_solid,"Squamous cell carcinoma of skin of right eyelid, including canthus"
DIAG-ICD10,C4412,C4412.9,malig_solid,"Squamous cell carcinoma of skin of left eyelid, including canthus"
DIAG-ICD10,C4419,C4419.1,malig_solid,"Other specified malignant neoplasm of skin of unspecified eyelid, including canthus"
DIAG-ICD10,C4419,C4419.2,malig_solid,"Other specified malignant neoplasm of skin of right eyelid, including canthus"
DIAG-ICD10,C4419,C4419.9,malig_solid,"Other specified malignant neoplasm of skin of left eyelid, including canthus"
DIAG-ICD10,C4420,C4420.1,malig_solid,Unspecified malignant neoplasm of skin of unspecified ear and external auricular canal
DIAG-ICD10,C4420,C4420.2,malig_solid,Unspecified malignant neoplasm of skin of right ear and external auricular canal
DIAG-ICD10,C4420,C4420.9,malig_solid,Unspecified malignant neoplasm of skin of left ear and external auricular canal
DIAG-ICD10,C4421,C4421.1,malig_solid,Basal cell carcinoma of skin of unspecified ear and external auricular canal
DIAG-ICD10,C4421,C4421.2,malig_solid,Basal cell carcinoma of skin of right ear and external auricular canal
DIAG-ICD10,C4421,C4421.9,malig_solid,Basal cell carcinoma of skin of left ear and external auricular canal
DIAG-ICD10,C4422,C4422.1,malig_solid,Squamous cell carcinoma of skin of unspecified ear and external auricular canal
DIAG-ICD10,C4422,C4422.2,malig_solid,Squamous cell carcinoma of skin of right ear and external auricular canal
DIAG-ICD10,C4422,C4422.9,malig_solid,Squamous cell carcinoma of skin of left ear and external auricular canal
DIAG-ICD10,C4429,C4429.1,malig_solid,Other specified malignant neoplasm of skin of unspecified ear and external auricular canal
DIAG-ICD10,C4429,C4429.2,malig_solid,Other specified malignant neoplasm of skin of right ear and external auricular canal
DIAG-ICD10,C4429,C4429.9,malig_solid,Other specified malignant neoplasm of skin of left ear and external auricular canal
DIAG-ICD10,C4430,C4430.0,malig_solid,Unspecified malignant neoplasm of skin of unspecified part of face
DIAG-ICD10,C4430,C4430.1,malig_solid,Unspecified malignant neoplasm of skin of nose
DIAG-ICD10,C4430,C4430.9,malig_solid,Unspecified malignant neoplasm of skin of other parts of face
DIAG-ICD10,C4431,C4431.0,malig_solid,Basal cell carcinoma of skin of unspecified parts of face
DIAG-ICD10,C4431,C4431.1,malig_solid,Basal cell carcinoma of skin of nose
DIAG-ICD10,C4431,C4431.9,malig_solid,Basal cell carcinoma of skin of other parts of face
DIAG-ICD10,C4432,C4432.0,malig_solid,Squamous cell carcinoma of skin of unspecified parts of face
DIAG-ICD10,C4432,C4432.1,malig_solid,Squamous cell carcinoma of skin of nose
DIAG-ICD10,C4432,C4432.9,malig_solid,Squamous cell carcinoma of skin of other parts of face
DIAG-ICD10,C4439,C4439.0,malig_solid,Other specified malignant neoplasm of skin of unspecified parts of face
DIAG-ICD10,C4439,C4439.1,malig_solid,Other specified malignant neoplasm of skin of nose
DIAG-ICD10,C4439,C4439.9,malig_solid,Other specified malignant neoplasm of skin of other parts of face
DIAG-ICD10,C444,C444.0,malig_solid,Unspecified malignant neoplasm of skin of scalp and neck
DIAG-ICD10,C444,C444.1,malig_solid,Basal cell carcinoma of skin of scalp and neck
DIAG-ICD10,C444,C444.2,malig_solid,Squamous cell carcinoma of skin of scalp and neck
DIAG-ICD10,C444,C444.9,malig_solid,Other specified malignant neoplasm of skin of scalp and neck
DIAG-ICD10,C4450,C4450.0,malig_solid,Unspecified malignant neoplasm of anal skin
DIAG-ICD10,C4450,C4450.1,malig_solid,Unspecified malignant neoplasm of skin of breast
DIAG-ICD10,C4450,C4450.9,malig_solid,Unspecified malignant neoplasm of skin of other part of trunk
DIAG-ICD10,C4451,C4451.0,malig_solid,Basal cell carcinoma of anal skin
DIAG-ICD10,C4451,C4451.1,malig_solid,Basal cell carcinoma of skin of breast
DIAG-ICD10,C4451,C4451.9,malig_solid,Basal cell carcinoma of skin of other part of trunk
DIAG-ICD10,C4452,C4452.0,malig_solid,Squamous cell carcinoma of anal skin
DIAG-ICD10,C4452,C4452.1,malig_solid,Squamous cell carcinoma of skin of breast
DIAG-ICD10,C4452,C4452.9,malig_solid,Squamous cell carcinoma of skin of other part of trunk
DIAG-ICD10,C4459,C4459.0,malig_solid,Other specified malignant neoplasm of anal skin
DIAG-ICD10,C4459,C4459.1,malig_solid,Other specified malignant neoplasm of skin of breast
DIAG-ICD10,C4459,C4459.9,malig_solid,Other specified malignant neoplasm of skin of other part of trunk
DIAG-ICD10,C4460,C4460.1,malig_solid,"Unspecified malignant neoplasm of skin of unspecified upper limb, including shoulder"
DIAG-ICD10,C4460,C4460.2,malig_solid,"Unspecified malignant neoplasm of skin of right upper limb, including shoulder"
DIAG-ICD10,C4460,C4460.9,malig_solid,"Unspecified malignant neoplasm of skin of left upper limb, including shoulder"
DIAG-ICD10,C4461,C4461.1,malig_solid,"Basal cell carcinoma of skin of unspecified upper limb, including shoulder"
DIAG-ICD10,C4461,C4461.2,malig_solid,"Basal cell carcinoma of skin of right upper limb, including shoulder"
DIAG-ICD10,C4461,C4461.9,malig_solid,"Basal cell carcinoma of skin of left upper limb, including shoulder"
DIAG-ICD10,C4462,C4462.1,malig_solid,"Squamous cell carcinoma of skin of unspecified upper limb, including shoulder"
DIAG-ICD10,C4462,C4462.2,malig_solid,"Squamous cell carcinoma of skin of right upper limb, including shoulder"
DIAG-ICD10,C4462,C4462.9,malig_solid,"Squamous cell carcinoma of skin of left upper limb, including shoulder"
DIAG-ICD10,C4469,C4469.1,malig_solid,"Other specified malignant neoplasm of skin of unspecified upper limb, including shoulder"
DIAG-ICD10,C4469,C4469.2,malig_solid,"Other specified malignant neoplasm of skin of right upper limb, including shoulder"
DIAG-ICD10,C4469,C4469.9,malig_solid,"Other specified malignant neoplasm of skin of left upper limb, including shoulder"
DIAG-ICD10,C4470,C4470.1,malig_solid,"Unspecified malignant neoplasm of skin of unspecified lower limb, including hip"
DIAG-ICD10,C4470,C4470.2,malig_solid,"Unspecified malignant neoplasm of skin of right lower limb, including hip"
DIAG-ICD10,C4470,C4470.9,malig_solid,"Unspecified malignant neoplasm of skin of left lower limb, including hip"
DIAG-ICD10,C4471,C4471.1,malig_solid,"Basal cell carcinoma of skin of unspecified lower limb, including hip"
DIAG-ICD10,C4471,C4471.2,malig_solid,"Basal cell carcinoma of skin of right lower limb, including hip"
DIAG-ICD10,C4471,C4471.9,malig_solid,"Basal cell carcinoma of skin of left lower limb, including hip"
DIAG-ICD10,C4472,C4472.1,malig_solid,"Squamous cell carcinoma of skin of unspecified lower limb, including hip"
DIAG-ICD10,C4472,C4472.2,malig_solid,"Squamous cell carcinoma of skin of right lower limb, including hip"
DIAG-ICD10,C4472,C4472.9,malig_solid,"Squamous cell carcinoma of skin of left lower limb, including hip"
DIAG-ICD10,C4479,C4479.1,malig_solid,"Other specified malignant neoplasm of skin of unspecified lower limb, including hip"
DIAG-ICD10,C4479,C4479.2,malig_solid,"Other specified malignant neoplasm of skin of right lower limb, including hip"
DIAG-ICD10,C4479,C4479.9,malig_solid,"Other specified malignant neoplasm of skin of left lower limb, including hip"
DIAG-ICD10,C448,C448.0,malig_solid,Unspecified malignant neoplasm of overlapping sites of skin
DIAG-ICD10,C448,C448.1,malig_solid,Basal cell carcinoma of overlapping sites of skin
DIAG-ICD10,C448,C448.2,malig_solid,Squamous cell carcinoma of overlapping sites of skin
DIAG-ICD10,C448,C448.9,malig_solid,Other specified malignant neoplasm of overlapping sites of skin
DIAG-ICD10,C449,C449.0,malig_solid,"Unspecified malignant neoplasm of skin, unspecified"
DIAG-ICD10,C449,C449.1,malig_solid,"Basal cell carcinoma of skin, unspecified"
DIAG-ICD10,C449,C449.2,malig_solid,"Squamous cell carcinoma of skin, unspecified"
DIAG-ICD10,C449,C449.9,malig_solid,"Other specified malignant neoplasm of skin, unspecified"
DIAG-ICD10,C45,C45.0,malig_solid,Mesothelioma of pleura
DIAG-ICD10,C45,C45.1,malig_solid,Mesothelioma of peritoneum
DIAG-ICD10,C45,C45.2,malig_solid,Mesothelioma of pericardium
DIAG-ICD10,C45,C45.7,malig_solid,Mesothelioma of other sites
DIAG-ICD10,C45,C45.9,malig_solid,"Mesothelioma, unspecified"
DIAG-ICD10,C46,C46.0,malig_solid,Kaposi's sarcoma of skin
DIAG-ICD10,C46,C46.1,malig_solid,Kaposi's sarcoma of soft tissue
DIAG-ICD10,C46,C46.2,malig_solid,Kaposi's sarcoma of palate
DIAG-ICD10,C46,C46.3,malig_solid,Kaposi's sarcoma of lymph nodes
DIAG-ICD10,C46,C46.4,malig_solid,Kaposi's sarcoma of gastrointestinal sites
DIAG-ICD10,C465,C465.0,malig_solid,Kaposi's sarcoma of unspecified lung
DIAG-ICD10,C465,C465.1,malig_solid,Kaposi's sarcoma of right lung
DIAG-ICD10,C465,C465.2,malig_solid,Kaposi's sarcoma of left lung
DIAG-ICD10,C467,C467,malig_solid,Kaposi's sarcoma of other sites
DIAG-ICD10,C469,C469,malig_solid,"Kaposi's sarcoma, unspecified"
DIAG-ICD10,C47,C47.0,malig_solid,"Malignant neoplasm of peripheral nerves of head, face and neck"
DIAG-ICD10,C471,C471.0,malig_solid,"Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder"
DIAG-ICD10,C471,C471.1,malig_solid,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder"
DIAG-ICD10,C471,C471.2,malig_solid,"Malignant neoplasm of peripheral nerves of left upper limb, including shoulder"
DIAG-ICD10,C472,C472.0,malig_solid,"Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip"
DIAG-ICD10,C472,C472.1,malig_solid,"Malignant neoplasm of peripheral nerves of right lower limb, including hip"
DIAG-ICD10,C472,C472.2,malig_solid,"Malignant neoplasm of peripheral nerves of left lower limb, including hip"
DIAG-ICD10,C473,C473,malig_solid,Malignant neoplasm of peripheral nerves of thorax
DIAG-ICD10,C474,C474,malig_solid,Malignant neoplasm of peripheral nerves of abdomen
DIAG-ICD10,C475,C475,malig_solid,Malignant neoplasm of peripheral nerves of pelvis
DIAG-ICD10,C476,C476,malig_solid,"Malignant neoplasm of peripheral nerves of trunk, unspecified"
DIAG-ICD10,C478,C478,malig_solid,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system
DIAG-ICD10,C479,C479,malig_solid,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified"
DIAG-ICD10,C48,C48.0,malig_solid,Malignant neoplasm of retroperitoneum
DIAG-ICD10,C48,C48.1,malig_solid,Malignant neoplasm of specified parts of peritoneum
DIAG-ICD10,C48,C48.2,malig_solid,"Malignant neoplasm of peritoneum, unspecified"
DIAG-ICD10,C48,C48.8,malig_solid,Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum
DIAG-ICD10,C49,C49.0,malig_solid,"Malignant neoplasm of connective and soft tissue of head, face and neck"
DIAG-ICD10,C491,C491.0,malig_solid,"Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder"
DIAG-ICD10,C491,C491.1,malig_solid,"Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder"
DIAG-ICD10,C491,C491.2,malig_solid,"Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder"
DIAG-ICD10,C492,C492.0,malig_solid,"Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip"
DIAG-ICD10,C492,C492.1,malig_solid,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip"
DIAG-ICD10,C492,C492.2,malig_solid,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip"
DIAG-ICD10,C493,C493,malig_solid,Malignant neoplasm of connective and soft tissue of thorax
DIAG-ICD10,C494,C494,malig_solid,Malignant neoplasm of connective and soft tissue of abdomen
DIAG-ICD10,C495,C495,malig_solid,Malignant neoplasm of connective and soft tissue of pelvis
DIAG-ICD10,C496,C496,malig_solid,"Malignant neoplasm of connective and soft tissue of trunk, unspecified"
DIAG-ICD10,C498,C498,malig_solid,Malignant neoplasm of overlapping sites of connective and soft tissue
DIAG-ICD10,C499,C499,malig_solid,"Malignant neoplasm of connective and soft tissue, unspecified"
DIAG-ICD10,C49A,C49A.0,malig_solid,"Gastrointestinal stromal tumor, unspecified site"
DIAG-ICD10,C49A,C49A.1,malig_solid,Gastrointestinal stromal tumor of esophagus
DIAG-ICD10,C49A,C49A.2,malig_solid,Gastrointestinal stromal tumor of stomach
DIAG-ICD10,C49A,C49A.3,malig_solid,Gastrointestinal stromal tumor of small intestine
DIAG-ICD10,C49A,C49A.4,malig_solid,Gastrointestinal stromal tumor of large intestine
DIAG-ICD10,C49A,C49A.5,malig_solid,Gastrointestinal stromal tumor of rectum
DIAG-ICD10,C49A,C49A.9,malig_solid,Gastrointestinal stromal tumor of other sites
DIAG-ICD10,C4A,C4A.0,malig_solid,Merkel cell carcinoma of lip
DIAG-ICD10,C4A1,C4A1.0,malig_solid,"Merkel cell carcinoma of unspecified eyelid, including canthus"
DIAG-ICD10,C4A1,C4A1.1,malig_solid,"Merkel cell carcinoma of right eyelid, including canthus"
DIAG-ICD10,C4A1,C4A1.2,malig_solid,"Merkel cell carcinoma of left eyelid, including canthus"
DIAG-ICD10,C4A2,C4A2.0,malig_solid,Merkel cell carcinoma of unspecified ear and external auricular canal
DIAG-ICD10,C4A2,C4A2.1,malig_solid,Merkel cell carcinoma of right ear and external auricular canal
DIAG-ICD10,C4A2,C4A2.2,malig_solid,Merkel cell carcinoma of left ear and external auricular canal
DIAG-ICD10,C4A3,C4A3.0,malig_solid,Merkel cell carcinoma of unspecified part of face
DIAG-ICD10,C4A3,C4A3.1,malig_solid,Merkel cell carcinoma of nose
DIAG-ICD10,C4A3,C4A3.9,malig_solid,Merkel cell carcinoma of other parts of face
DIAG-ICD10,C4A4,C4A4,malig_solid,Merkel cell carcinoma of scalp and neck
